TeamId,TeamName,SubmissionDate,Score
365997,Robby75,"2016-09-01 08:55:45",0.28201
365997,Robby75,"2016-09-03 13:57:01",0.15485
365997,Robby75,"2016-09-04 02:28:27",0.15444
374295,JonathanBechtel,"2016-09-21 23:22:01",0.29518
374295,JonathanBechtel,"2016-09-22 17:36:47",0.16242
374295,JonathanBechtel,"2016-09-22 17:42:08",0.12533
374689,"Ted Petrou","2016-09-22 21:02:33",0.17234
374689,"Ted Petrou","2016-09-22 21:06:49",0.14751
374689,"Ted Petrou","2016-09-22 21:43:23",0.13359
374689,"Ted Petrou","2016-09-22 21:52:43",0.13187
374689,"Ted Petrou","2016-09-23 00:16:01",0.12905
374689,"Ted Petrou","2016-09-23 00:18:55",0.12538
374295,JonathanBechtel,"2016-09-23 13:12:59",0.12407
374295,JonathanBechtel,"2016-09-23 14:22:32",0.12325
374689,"Ted Petrou","2016-09-24 01:27:29",0.12396
374689,"Ted Petrou","2016-09-24 01:42:52",0.12116
374295,JonathanBechtel,"2016-09-26 14:12:41",0.12157
374295,JonathanBechtel,"2016-09-26 14:20:16",0.12095
374295,JonathanBechtel,"2016-09-27 13:17:26",0.11880
374295,JonathanBechtel,"2016-09-28 11:37:19",0.11801
374295,JonathanBechtel,"2016-09-28 12:05:54",0.11716
374689,"Ted Petrou","2016-09-28 15:01:19",0.12064
374689,"Ted Petrou","2016-09-28 18:03:05",0.12021
374689,"Ted Petrou","2016-09-28 18:05:47",0.11850
374295,JonathanBechtel,"2016-09-30 00:05:25",0.11713
374295,JonathanBechtel,"2016-10-06 14:16:27",0.11671
374295,JonathanBechtel,"2016-10-06 14:29:45",0.11668
374295,JonathanBechtel,"2016-10-07 00:27:40",0.11666
374295,JonathanBechtel,"2016-10-07 14:08:26",0.11666
374295,JonathanBechtel,"2016-10-07 14:18:11",0.11600
374295,JonathanBechtel,"2016-10-08 12:21:08",0.11600
390217,Bluecat,"2016-10-20 15:26:40",0.15182
390217,Bluecat,"2016-10-22 12:56:02",0.14054
390217,Bluecat,"2016-10-24 14:09:21",0.13548
390217,Bluecat,"2016-10-24 19:12:53",0.13517
399210,YeoMyungRo,"2016-11-04 12:48:41",0.22199
403543,DataWookie,"2016-11-10 14:55:16",0.40890
403543,DataWookie,"2016-11-10 19:01:31",0.29706
403543,DataWookie,"2016-11-11 03:40:25",0.22966
403543,DataWookie,"2016-11-14 01:58:34",0.20398
402478,JVN_Quang_Ha,"2016-11-16 12:48:28",0.40890
402478,JVN_Quang_Ha,"2016-11-16 16:21:49",0.30998
411499,R-minator,"2016-11-19 19:46:04",0.13221
435296,"Steven Glembocki","2016-12-20 05:25:59",0.27977
438186,JayPandya,"2016-12-26 06:55:44",0.13226
438186,JayPandya,"2016-12-28 15:28:26",0.13180
413356,"Centre for atmospheric Sciences, University of Cambridge","2017-01-04 16:07:24",0.17315
413356,"Centre for atmospheric Sciences, University of Cambridge","2017-01-04 17:16:04",0.14744
413356,"Centre for atmospheric Sciences, University of Cambridge","2017-01-05 14:36:27",0.11865
444198,ahmadsweed,"2017-01-07 03:48:55",0.13426
446485,EnriqueSantos,"2017-01-11 12:09:44",0.14174
446485,EnriqueSantos,"2017-01-11 12:21:19",0.13974
446485,EnriqueSantos,"2017-01-12 10:01:56",0.13007
446485,EnriqueSantos,"2017-01-12 10:03:28",0.12810
470619,PrateekJindal,"2017-02-09 01:55:24",0.15274
470619,PrateekJindal,"2017-02-09 03:50:38",0.15152
470619,PrateekJindal,"2017-02-12 04:02:50",0.14095
446485,EnriqueSantos,"2017-02-14 10:23:37",0.12496
446485,EnriqueSantos,"2017-02-14 10:42:07",0.12223
470619,PrateekJindal,"2017-02-26 06:58:33",0.13227
470619,PrateekJindal,"2017-02-26 07:56:43",0.13103
470619,PrateekJindal,"2017-02-26 08:29:15",0.13012
470619,PrateekJindal,"2017-02-27 04:28:23",0.12900
470619,PrateekJindal,"2017-02-27 08:14:20",0.12680
470619,PrateekJindal,"2017-02-28 07:32:58",0.12631
560627,"Juan Esteban de la Calle Echeverri","2017-03-24 00:47:21",0.24474
560627,"Juan Esteban de la Calle Echeverri","2017-03-24 03:46:54",0.16911
464828,AzJCH,"2017-03-30 16:39:10",0.18352
464828,AzJCH,"2017-04-01 02:25:00",0.15067
464828,AzJCH,"2017-04-01 02:53:34",0.14103
566393,"Albert Y. Kim","2017-04-01 19:04:24",0.20108
535305,Claudine,"2017-04-09 15:28:59",0.16142
435296,"Steven Glembocki","2017-04-09 19:08:42",0.16494
435296,"Steven Glembocki","2017-04-10 02:55:33",0.14614
488646,larryg718,"2017-04-12 15:17:24",1.60112
488646,larryg718,"2017-04-13 03:54:24",0.65137
488646,larryg718,"2017-04-15 07:12:57",0.14131
488646,larryg718,"2017-04-15 19:51:10",0.14109
488646,larryg718,"2017-04-15 19:52:31",0.13648
488646,larryg718,"2017-04-15 23:14:16",0.13612
544293,kubqr1,"2017-04-17 03:41:30",0.14269
544293,kubqr1,"2017-04-17 03:44:59",0.13566
635998,AndrewTkach,"2017-04-27 16:43:38",0.27118
635998,AndrewTkach,"2017-04-27 17:10:24",0.13624
664456,"Calum Calder","2017-05-11 14:45:38",5.36023
664456,"Calum Calder","2017-05-11 14:58:05",0.18709
664456,"Calum Calder","2017-05-11 15:02:47",0.15576
648786,Mudbloods,"2017-05-14 21:14:34",9.45410
648786,Mudbloods,"2017-05-15 17:56:29",0.16845
658712,taichi,"2017-05-23 13:22:24",0.21352
658712,taichi,"2017-05-25 11:21:36",0.20142
658712,taichi,"2017-05-27 01:29:26",0.19572
658712,taichi,"2017-05-28 01:19:10",0.19467
658712,taichi,"2017-05-28 01:40:32",0.19193
658712,taichi,"2017-05-29 11:40:09",0.18913
658712,taichi,"2017-05-29 12:37:51",0.18565
658712,taichi,"2017-05-30 10:14:00",0.18530
658712,taichi,"2017-05-31 12:37:23",0.18450
658712,taichi,"2017-06-04 06:58:44",0.12969
715081,"Naruhiko Nakanishi","2017-06-04 10:48:15",0.13808
658712,taichi,"2017-06-05 11:10:32",0.12952
658712,taichi,"2017-06-05 11:20:57",0.12944
658712,taichi,"2017-06-05 11:27:53",0.12767
658712,taichi,"2017-06-05 11:33:12",0.12723
658712,taichi,"2017-06-11 01:32:02",0.12703
731208,asdftoger,"2017-06-13 01:01:24",0.16469
731208,asdftoger,"2017-06-13 01:13:15",0.16159
731208,asdftoger,"2017-06-14 14:11:40",0.16051
731208,asdftoger,"2017-06-14 14:19:25",0.16027
731208,asdftoger,"2017-06-19 10:05:08",0.15764
731208,asdftoger,"2017-06-19 10:06:07",0.15082
619227,GoKagglers,"2017-06-21 11:14:20",0.12086
768228,RayHeberer,"2017-07-04 17:01:40",0.12238
779747,許珉豪,"2017-07-11 10:45:08",0.40890
779747,許珉豪,"2017-07-11 11:14:16",0.15200
779747,許珉豪,"2017-07-11 14:20:16",0.14022
779747,許珉豪,"2017-07-11 15:37:16",0.14009
779747,許珉豪,"2017-07-12 00:56:12",0.13255
779747,許珉豪,"2017-07-12 01:31:42",0.12158
779747,許珉豪,"2017-07-12 05:53:30",0.12085
773026,EvgueniApoukhtine,"2017-07-12 07:26:26",0.27011
773026,EvgueniApoukhtine,"2017-07-12 07:41:52",0.22686
773026,EvgueniApoukhtine,"2017-07-12 08:03:26",0.22507
773026,EvgueniApoukhtine,"2017-07-13 01:47:08",0.19142
779747,許珉豪,"2017-07-13 02:43:22",0.11688
779747,許珉豪,"2017-07-13 06:18:22",0.11542
724629,"Oren Dar","2017-07-17 10:25:33",0.24486
724629,"Oren Dar","2017-07-17 10:48:47",0.16294
724629,"Oren Dar","2017-07-17 11:20:58",0.15696
724629,"Oren Dar","2017-07-17 11:33:46",0.14865
724629,"Oren Dar","2017-07-17 11:39:08",0.14857
724629,"Oren Dar","2017-07-17 11:54:17",0.14798
724629,"Oren Dar","2017-07-17 12:17:33",0.14292
724629,"Oren Dar","2017-07-17 12:31:25",0.14235
802619,"Bibin Paul","2017-07-21 09:38:47",0.22544
802619,"Bibin Paul","2017-07-24 06:32:59",0.15143
731208,asdftoger,"2017-07-24 23:43:32",0.13646
802619,"Bibin Paul","2017-07-25 07:23:11",0.15143
535549,franperez,"2017-07-29 06:23:44",0.15815
849858,DanielEsteves,"2017-08-12 16:23:32",0.15041
849858,DanielEsteves,"2017-08-12 16:34:01",0.13833
535549,franperez,"2017-08-18 01:15:46",0.12958
523910,startech,"2017-08-26 11:47:55",0.13281
523910,startech,"2017-08-26 13:04:53",0.12958
535549,franperez,"2017-08-30 20:10:22",0.12465
883410,maxpayne10,"2017-08-31 12:59:05",0.16961
883410,maxpayne10,"2017-08-31 13:19:59",0.16716
523910,startech,"2017-08-31 20:37:18",0.12733
883410,maxpayne10,"2017-09-01 07:02:42",0.16632
883410,maxpayne10,"2017-09-01 13:10:28",0.16362
523910,startech,"2017-09-01 18:33:59",0.12694
523910,startech,"2017-09-01 23:07:34",0.12244
523910,startech,"2017-09-02 21:16:14",0.12243
523910,startech,"2017-09-03 15:49:47",0.12211
523910,startech,"2017-09-04 19:14:36",0.12138
523910,startech,"2017-09-06 18:00:40",0.12131
838680,"Yosuke Katada","2017-09-20 09:11:08",9.45475
838680,"Yosuke Katada","2017-09-20 09:12:29",0.17205
838680,"Yosuke Katada","2017-09-20 09:57:36",0.15642
682323,katsu,"2017-09-24 20:56:21",9.45308
682323,katsu,"2017-09-25 16:53:40",0.53737
682323,katsu,"2017-09-25 17:55:40",0.52801
682323,katsu,"2017-09-25 18:07:09",0.21648
682323,katsu,"2017-09-25 18:42:08",0.12799
852125,Acruve15,"2017-09-29 13:29:25",0.14630
955793,"Joao Gamboias","2017-09-30 16:40:05",0.28918
852125,Acruve15,"2017-10-03 08:53:44",0.14133
852125,Acruve15,"2017-10-03 13:18:40",0.13721
643045,kja3,"2017-10-08 23:25:30",0.12718
980594,syin,"2017-10-09 12:12:16",0.40890
980594,syin,"2017-10-09 17:33:39",0.18016
946725,bulatao,"2017-10-11 19:03:21",0.16706
935901,"Andrew Christensen","2017-10-14 18:13:44",6.90699
935901,"Andrew Christensen","2017-10-14 18:45:43",6.84331
935901,"Andrew Christensen","2017-10-14 19:39:27",0.16418
1005030,"Yogesh Kumar Purohit","2017-10-18 17:11:08",0.62196
1005030,"Yogesh Kumar Purohit","2017-10-19 11:14:49",0.18015
1005030,"Yogesh Kumar Purohit","2017-10-19 12:11:44",0.15152
1005030,"Yogesh Kumar Purohit","2017-10-20 06:57:20",0.15112
1005030,"Yogesh Kumar Purohit","2017-10-20 07:09:56",0.14984
1005030,"Yogesh Kumar Purohit","2017-10-20 07:35:54",0.14861
1016216,aussie84,"2017-10-20 23:12:59",0.15920
1016127,JBeightol,"2017-10-22 18:20:01",0.19662
682323,katsu,"2017-10-25 20:50:30",0.12688
1005030,"Yogesh Kumar Purohit","2017-10-27 07:25:04",0.14825
1005030,"Yogesh Kumar Purohit","2017-10-27 18:57:26",0.14054
1005030,"Yogesh Kumar Purohit","2017-10-27 19:20:40",0.13450
935901,"Andrew Christensen","2017-10-29 23:57:29",0.16304
935901,"Andrew Christensen","2017-10-30 00:45:22",0.15671
1054818,"Sreeni Jilla","2017-11-01 03:42:13",0.21124
1032234,mcpongg,"2017-11-01 14:38:16",0.42913
1032234,mcpongg,"2017-11-01 14:54:05",0.17422
1032234,mcpongg,"2017-11-01 15:50:42",0.12765
835600,Dijin,"2017-11-02 21:01:31",0.15709
883410,maxpayne10,"2017-11-07 10:51:07",0.15803
777565,Allunia,"2017-11-08 08:15:24",0.27259
777565,Allunia,"2017-11-08 08:44:29",0.14608
883410,maxpayne10,"2017-11-08 09:33:40",0.15803
883410,maxpayne10,"2017-11-08 09:51:01",0.15761
1077497,"Ryan McDermott","2017-11-09 00:14:32",0.16385
835600,Dijin,"2017-11-09 08:56:24",0.15385
883410,maxpayne10,"2017-11-09 10:34:53",0.15617
835600,Dijin,"2017-11-09 13:14:57",0.14158
835600,Dijin,"2017-11-09 13:25:42",0.14134
835600,Dijin,"2017-11-09 15:31:47",0.13953
1077497,"Ryan McDermott","2017-11-09 16:03:23",0.16376
835600,Dijin,"2017-11-09 16:37:51",0.13894
1077497,"Ryan McDermott","2017-11-09 16:47:17",0.14797
777565,Allunia,"2017-11-09 22:10:47",0.14223
835600,Dijin,"2017-11-10 09:30:24",0.13522
635585,GihanPanapitiya,"2017-11-10 17:45:46",0.40890
777565,Allunia,"2017-11-10 21:03:05",0.13930
777565,Allunia,"2017-11-10 21:55:22",0.12547
835600,Dijin,"2017-11-11 09:20:16",0.13465
835600,Dijin,"2017-11-11 12:17:58",0.11599
777565,Allunia,"2017-11-11 12:58:12",0.11979
883410,maxpayne10,"2017-11-11 14:24:58",0.15469
883410,maxpayne10,"2017-11-11 14:29:10",0.15433
883410,maxpayne10,"2017-11-13 18:17:00",0.15355
1043490,xiaoxiao,"2017-11-15 02:04:59",0.17726
883410,maxpayne10,"2017-11-15 10:24:30",0.15234
1092920,"Amit Ojha","2017-11-15 14:57:44",0.32178
1092920,"Amit Ojha","2017-11-17 10:31:53",0.31886
1105468,"Sergio Tauffer","2017-11-17 16:40:37",0.20289
1105468,"Sergio Tauffer","2017-11-17 17:24:08",0.20007
619227,GoKagglers,"2017-11-18 11:37:36",0.11542
883410,maxpayne10,"2017-11-21 06:27:01",0.15030
883410,maxpayne10,"2017-11-21 06:28:45",0.14901
883410,maxpayne10,"2017-11-21 06:45:50",0.14901
883410,maxpayne10,"2017-11-23 12:21:11",0.14807
883410,maxpayne10,"2017-11-23 12:25:29",0.14738
883410,maxpayne10,"2017-11-23 12:52:56",0.14699
883410,maxpayne10,"2017-11-23 13:11:36",0.14677
883410,maxpayne10,"2017-11-29 12:29:30",0.14675
883410,maxpayne10,"2017-11-30 07:58:34",0.14657
1175126,xsj0609,"2017-12-09 23:53:52",0.11647
